TF	target	importance
COL3A1	VIM	41.71079933111435
POU5F1	SPP1	35.87725974832647
TERF1	VIM	34.573440613864356
POU5F1	VIM	33.85901754093101
MT2A	SPP1	29.683259705748856
SPP1	VIM	29.37009460082983
VIM	COL3A1	27.98843380059936
POU5F1	DNMT3B	26.867231189493285
LUM	CYP1B1	24.341896412544873
DNMT3B	POU5F1	23.370800944420765
SPP1	MT2A	23.0680095965231
DNMT3B	VIM	22.373575595397202
SPP1	POU5F1	22.085190942861338
DPPA4	SPP1	21.985895292824008
POU5F1	PRDX1	21.64475094255153
POU5F1	SNRPN	21.535807524173958
DNMT3B	COX7C	20.99519256437655
TERF1	COX7C	20.97234241328002
LUM	MARCKS	20.733664889149463
VIM	POU5F1	20.03071339147566
SPP1	TERF1	19.978744375551564
COX7C	HSPE1	19.88999305290375
TERF1	ANXA2	19.78320460695865
POU5F1	PTN	19.635489895813677
LUM	VIM	19.417553095748296
ANXA2	SPP1	19.40406513692874
LIN28A	COL3A1	19.225956029272385
TERF1	DNMT3B	18.72979014466622
VIM	TERF1	18.671874777422584
COL3A1	LUM	18.502443702559273
LUM	DCN	18.354333749733442
POU5F1	TMSB10	18.283182596232493
COL3A1	MARCKS	18.220324949882936
POU5F1	HSPE1	18.192526664016132
TMSB10	COX7C	18.09989870792605
VIM	ANXA2	17.71074697911166
COL3A1	LIN28A	17.70473017272409
VIM	CYP1B1	17.56758543509886
POU5F1	CHCHD2	17.42411218132409
POU5F1	TERF1	17.35283954501477
CHCHD2	HSPE1	17.295620807217208
POU5F1	F11R	17.278752095248507
DNMT3B	HSPE1	17.23751937730696
LUM	SPP1	17.21152784331208
SPP1	APOE	16.954099779468685
VIM	SNRPN	16.897089321100633
COX7C	TMSB10	16.8597915160027
VIM	SPP1	16.803935163362848
LUM	PTN	16.778727635209204
KRT18	SPP1	16.39526524863893
SPP1	TMSB10	16.361363063943134
TXN	CHCHD2	16.207791515738066
SPP1	ANXA2	16.015658995061514
VIM	MARCKS	15.713087482800155
LIN28A	DCN	15.43286459560508
LIN28A	LUM	15.390777597399138
MT2A	ANXA2	15.374290746370471
POU5F1	SERPINB6	15.229794991661887
DPPA4	VIM	15.193267363781148
VIM	DPPA4	15.12875037474014
HSPE1	SLIRP	15.086520465812058
POU5F1	LUM	14.775025220182817
SPP1	SNRPN	14.646194873866097
SPP1	LUM	14.538457690546839
VIM	CHCHD2	14.477487922578772
SPP1	DNMT3B	14.373418356677746
POU5F1	TDGF1	14.288176593842026
VIM	DNMT3B	14.11328720644804
DCN	LUM	14.09197603961311
DNMT3B	ANXA2	14.019139685954274
DNMT3B	SPP1	13.984206448541435
SLIRP	HSPE1	13.713890820810745
HSPE1	F11R	13.651492243930447
DCN	CYP1B1	13.613743560243414
TDGF1	POU5F1	13.510979559305829
TERF1	TMSB10	13.394537347583837
PRDX1	SERPINB6	13.362711517434022
LIN28A	CYP1B1	13.11938062857822
SNRPN	VIM	13.103933685267405
ANXA2	MT2A	13.017747895233068
DCN	COL3A1	12.993234737999256
POU5F1	DPPA4	12.979760169528843
SPP1	F11R	12.832486961963427
LUM	LIN28A	12.782314766216178
CYP1B1	LUM	12.730469288408663
CHCHD2	F11R	12.706333156966918
MARCKS	COL3A1	12.672717195933277
CHCHD2	COX7C	12.546088762357012
SPP1	PTN	12.527147767560072
TDGF1	VIM	12.499356273493145
COL3A1	SNRPN	12.339715244456912
HSPE1	COX7C	12.322737710618181
VIM	SERPINB6	12.310472218928005
TERF1	APOE	12.225411990979774
SPP1	TDGF1	12.155026898982001
TERF1	POU5F1	12.12284506391982
DNMT3B	APOE	11.997216860418941
VIM	LUM	11.890852210520155
TDGF1	APOE	11.825349900128835
COX7C	F11R	11.704754710191155
COL3A1	DCN	11.524361730739818
TMSB10	TERF1	11.514180934383102
COX7C	SNRPN	11.505683634947028
LUM	POU5F1	11.325895233257294
KRT8	SPP1	11.189079403554274
POU5F1	COX7C	11.164890117784136
CHCHD2	TXN	11.095959363698244
CHCHD2	DPPA4	11.057032075126415
LIN28A	VIM	10.985714512267819
TMSB10	SPP1	10.904846690566433
SPP1	PRDX1	10.854754298299335
