TF	target	importance
MT2A	SPP1	34.14550455442145
TERF1	VIM	33.54021992908535
SNRPN	VIM	31.21093960202531
TDGF1	POU5F1	31.181381697738356
SPP1	VIM	30.334937112729005
SPP1	POU5F1	28.668294466110947
VIM	POU5F1	26.922733571205328
TXN	CHCHD2	26.76511344424553
VIM	COL3A1	26.559544280250954
LUM	CYP1B1	25.796478231790953
POU5F1	DNMT3B	25.003804042016267
LIN28A	DCN	24.193410308573267
DNMT3B	VIM	23.667777055063297
DNMT3B	POU5F1	23.180732143412964
LUM	DCN	22.94901862709994
COX7C	TMSB10	22.89429516614378
POU5F1	F11R	22.85103062447629
ANXA2	SPP1	22.85075948272083
POU5F1	VIM	22.167532591758853
DPPA4	SPP1	21.68721715539295
SPP1	MT2A	21.647410834298235
CYP1B1	LUM	20.974873955539085
LIN28A	COL3A1	20.769942670915967
COL3A1	VIM	20.618540492163756
COX7C	HSPE1	20.490471646909736
POU5F1	CHCHD2	20.427881447091583
VIM	TERF1	19.990650680845267
DNMT3B	COX7C	19.53323288046599
SNRPN	TDGF1	19.34818637160898
SPP1	SNRPN	19.255939538707302
CYP1B1	DCN	19.02105092467904
DPPA4	VIM	18.651453066111515
SPP1	ANXA2	18.611514506774267
SPP1	LUM	18.598606188647462
POU5F1	LUM	18.11213643900897
LUM	KRT8	17.984452849735913
CYP1B1	VIM	17.84292508740853
SPP1	TMSB10	17.837182130601953
ANXA2	TMSB10	17.83072707089436
SLIRP	HSPE1	17.70331462878277
VIM	SNRPN	17.56748991021534
SPP1	DNMT3B	17.505841898004043
LIN28A	CYP1B1	17.280302900173364
VIM	ANXA2	17.247129178456824
LIN28A	LUM	17.16963711226319
LIN28A	VIM	17.16762707606442
DPPA4	POU5F1	16.87896393607563
VIM	MARCKS	16.596248581759628
LUM	LIN28A	16.100252305238744
COX7C	SNRPN	15.998445394129464
F11R	POU5F1	15.935990060156804
POU5F1	HSPE1	15.881326202772192
SPP1	TERF1	15.76247710059896
TMSB10	COX7C	15.677795241543325
TDGF1	SNRPN	15.352954513004764
LUM	VIM	15.048245299786581
HSPE1	SLIRP	14.930117284373392
VIM	DPPA4	14.870770301799753
POU5F1	ANXA2	14.868696356644719
COX7C	VIM	14.812219057932102
COX7C	F11R	14.724194121981805
SPP1	F11R	14.543209149351108
CHCHD2	HSPE1	14.478527994560071
DCN	COL3A1	14.369315259082995
ANXA2	FTL	14.359675477002252
TXN	F11R	14.344056974434066
ANXA2	MT2A	14.323518700706535
VIM	DNMT3B	14.296567891589861
SPP1	TDGF1	14.222812943738223
TDGF1	APOE	14.187001113545808
COL3A1	LUM	14.156160772842824
DCN	LUM	14.047201740788477
HSPE1	F11R	13.953791764501178
F11R	TDGF1	13.66859165239041
VIM	COX7C	13.656537780089614
VIM	CYP1B1	13.558958867974896
TERF1	TMSB10	13.555704642418833
SNRPN	POU5F1	13.511852386052485
DNMT3B	ANXA2	13.51003377837441
POU5F1	DPPA4	13.507058828764226
PRDX1	VIM	13.474770359762644
F11R	TMSB10	13.420380563705221
DNMT3B	SPP1	13.393856742137997
DCN	CYP1B1	13.268120551740292
TDGF1	VIM	13.206702868402592
