TF	target	importance
MT2A	SPP1	42.68078347418874
HSPE1	SPP1	36.64956437744137
SPP1	MT2A	36.16316048661728
VIM	LUM	29.587102086613328
MT2A	DNMT3B	28.897269549248207
MT2A	COX7C	28.691915730996982
POU5F1	MT2A	27.86811270987303
POU5F1	SPP1	27.33471440041568
DNMT3B	SPP1	27.30641189167002
MT2A	HSPE1	26.345783239193715
PRDX1	COX7C	26.096810354769563
TMSB10	TXN	25.453880374811334
AP1S2	SPP1	24.95958748783129
TXN	SPP1	24.315991102482215
MARCKS	VIM	24.068450690817514
HSPE1	TXN	23.499433408483196
LUM	VIM	22.627359817543578
VIM	MARCKS	22.36623510393566
COL3A1	LUM	22.266925928376875
HSPE1	MT2A	21.948580678068524
MAP1B	SPP1	21.43536856193128
MAP1B	TUBA1A	21.06923625107047
MT2A	MAP1B	20.793533414663184
SPP1	TXN	20.73537672461308
DNMT3B	MT2A	20.56052579438644
TXN	HSPE1	20.253959638445686
DNMT3B	TXN	20.052698541550992
MT2A	AP1S2	19.99171746597722
POU5F1	PRDX1	19.694652063496466
TERF1	MT2A	19.22087177889727
HSPE1	AP1S2	19.157186205331797
PRDX1	HSPE1	19.131074981247696
COX7C	PRDX1	18.81772536359904
MARCKS	SFRP2	18.598797693081917
FTL	COX7C	18.30320378983234
TERF1	DNMT3B	18.245484839547036
DNMT3B	CD24	18.136987106470936
MT2A	CHCHD2	17.915067284015215
LRP2	PTN	17.850823178609758
TXN	TMSB10	17.757056101662275
LUM	SFRP2	17.680972275057876
HSPE1	SLIRP	17.485696935377835
SPP1	TERF1	17.175475791628834
SPP1	POU5F1	16.9242883037938
COL3A1	VIM	16.88647231294368
AP1S2	SLIRP	16.832868805164892
AP1S2	MT2A	16.693622061134302
SPP1	TUBA1A	16.490104754640942
HSPE1	PRDX1	16.447492448038847
COX7C	FTL	16.15287676294303
NME2	PRDX1	16.11966805725201
HSPE1	COX7C	15.989230670551741
MAP1B	TXN	15.918902250821771
COX7C	NME2	15.802663014731294
SFRP2	VIM	15.559469127502538
TXN	COX7C	15.31713128314166
SPP1	MAP1B	15.242942893001272
VIM	SFRP2	15.213643148370783
DCN	LUM	15.186631452715208
POU5F1	CHCHD2	15.18179752854698
TMSB4X	TMSB10	15.102276506074682
HMGA2	PTN	15.081719041458397
SPP1	DNMT3B	15.059144859711825
TXN	MT2A	15.05566587487564
ACTG1	PTN	14.896294720877284
MT2A	FTL	14.509162135246632
NME2	COX7C	14.503843460080093
WLS	ACTG1	14.177833782445655
SPP1	AP1S2	14.168723313480761
TMSB4X	ACTG1	14.082863597481056
NME2	SLIRP	13.981101628116619
DNMT3B	HSPE1	13.952088347363357
COX7C	SLIRP	13.919348407997594
PRDX1	TERF1	13.805926309175907
LUM	CD24	13.722583136210204
TERF1	CD24	13.628716748769026
SPP1	COX7C	13.604824111185447
MT2A	DPPA4	13.57961971894229
HSPE1	DNMT3B	13.324897756397649
AP1S2	DNMT3B	13.31472364094086
MT2A	TERF1	13.302796282330691
SLIRP	AP1S2	13.275055484378194
DNMT3B	ANXA2	13.14206056878335
CHCHD2	SLIRP	13.138178115225523
MAP1B	MT2A	13.034402550507687
DNMT3B	APOE	12.902116194662387
COX7C	SPP1	12.886010378777927
MT2A	TXN	12.853552949928902
COX7C	POU5F1	12.815929058432845
NREP	SFRP2	12.613151710311705
TDGF1	HSPE1	12.586582125961838
SPP1	UGP2	12.57627503662362
HSPE1	FTL	12.57018098345873
SPP1	TMSB10	12.509715651841006
DNMT3B	AP1S2	12.504561556632062
PRDX1	MT2A	12.424055050732584
SPP1	HSPE1	12.395714183002003
MT2A	APOE	12.384148502736673
PRDX1	ANXA2	12.340762636278335
DNMT3B	COX7C	12.307873826667649
CD24	LUM	12.143319587168554
MT2A	CD24	12.063004100497682
DNMT3B	UGP2	12.004341974380047
TERF1	HSPE1	12.00341145525236
MT2A	TMSB10	11.990799112339092
TMSB4X	NNAT	11.859265668433393
PRDX1	TMSB10	11.819304507865342
DNMT3B	F11R	11.749463060929527
DPPA4	MAP1B	11.742429656852492
MT2A	F11R	11.70352010933685
DNMT3B	DPPA4	11.656689441180884
MT2A	POU5F1	11.6016490273279
COX7C	HSPE1	11.557680530122097
MT2A	MEST	11.458966051634757
TMSB10	TMSB4X	11.404501856579715
MT2A	KRT18	11.389767281116034
LUM	MARCKS	11.33583420562468
MT2A	PRDX1	11.189639436888159
PRDX1	DNMT3B	11.167219754245686
UGP2	TMSB4X	11.160828402578838
F11R	MT2A	11.147887053545915
MT2A	L1TD1	11.147656030715025
VIM	CD24	11.144479204636786
DCN	VIM	11.129032788779945
TXN	PRDX1	11.117157750190156
SPP1	VIM	11.102958730127382
COX7C	CD24	11.073626091507386
HSPE1	TDGF1	11.05057057228191
TUBA1A	MAP1B	11.03349374330069
POU5F1	TXN	11.027953547202843
SFRP2	MARCKS	10.994919238595736
TXN	AP1S2	10.965574346698542
TERF1	MAP1B	10.956338953774438
TERF1	AP1S2	10.944654047638119
