TF	target	importance
SLIRP	COX7C	53.04188973163784
CD24	SCGB3A2	45.76287755742328
HSPE1	COX7C	45.496712477851226
SCGB3A2	SLIRP	36.81603453515304
SCGB3A2	SNRPN	35.56786023437338
COX7C	SCGB3A2	35.44311826416738
SLIRP	HSPE1	34.1832290945886
COX7C	SLIRP	32.21342300154236
HSPE1	CD24	31.81682760645671
SLIRP	SCGB3A2	30.90059926164066
HSPE1	SLIRP	27.54096379278442
SCGB3A2	TXN	26.72924269589156
SNRPN	SCGB3A2	25.90962846126798
SCGB3A2	TMSB4X	25.371691666142368
PRDX1	TXN	23.691282463315925
SCGB3A2	TDGF1	23.558529595464723
SCGB3A2	COX7C	23.401651358103457
TMSB10	TMSB4X	23.330012603184255
SCGB3A2	UGP2	22.949517159993373
SCGB3A2	TERF1	22.871143278663894
TMSB4X	COX7C	22.096096393921798
COX7C	NME2	22.027821598957313
NME2	COX7C	21.93845550482325
COX7C	TMSB4X	21.462670269272174
SCGB3A2	CD24	21.18661533934471
TMSB4X	FTL	20.927881083790698
PRDX1	COX7C	20.798653057457162
SNRPN	CD24	20.151986373106542
UGP2	SCGB3A2	19.84097165388417
TMSB4X	TMSB10	19.647366007495584
TXN	PRDX1	19.55858024040304
SLIRP	TMSB4X	19.342183378536678
FTL	TMSB10	19.080944802032768
HSPE1	TMSB4X	18.59988948526635
SLIRP	TXN	18.593665636227872
COX7C	PRDX1	18.536571754869907
CDH2	FZD3	18.516436524361783
SCGB3A2	SEPHS1	18.478649223337833
SLIRP	CD24	18.344260400786318
PTN	DNMT3B	18.255018206091147
UGP2	CD24	18.23848877978862
CD24	FTL	18.064120374323966
CD24	COX7C	17.98653522591758
COX7C	HSPE1	17.926705764093587
TMSB10	FTL	17.69925400290304
TMSB4X	HSPE1	17.307955448002865
COX7C	DNMT3B	17.193322114157922
FZD3	DNMT3B	16.858508341299213
CD24	HSPE1	16.73628288722828
SLIRP	TMSB10	16.504688812486535
FTL	TMSB4X	16.405877768453013
CD24	UGP2	16.308596244307243
CD24	SNRPN	16.051097664812048
DNMT3B	FZD3	15.772966811862958
TMSB4X	NME2	15.438372404377459
TUBA1B	TUBA1A	15.425225807217554
COX7C	POMP	15.389239984082725
HSPE1	SCGB3A2	15.285002976623211
CKB	GREB1L	15.138925797327778
TDGF1	SCGB3A2	14.976372745764436
TXN	SLIRP	14.82067465299134
FZD3	CDH2	14.752866991783996
SLIRP	POMP	14.723862568433168
L1TD1	SNRPN	14.717680105033457
ACTG1	L1TD1	14.105439679130065
TERF1	COX7C	13.914131474362334
SLIRP	NME2	13.855705470532714
APOE	FTL	13.753408333140884
SLIRP	TERF1	13.549472086274024
CD24	SLIRP	13.449973248946632
SFRP2	PTN	13.430296067742702
TERF1	SCGB3A2	13.28640128411587
SCGB3A2	TMSB10	13.163448173749128
SLIRP	SNRPN	13.154481639309175
DNMT3B	PTN	13.147061317717924
L1TD1	SCGB3A2	13.000521599482742
TMSB10	SCGB3A2	12.951967699979903
COX7C	CD24	12.946321456073784
COX7C	TERF1	12.765170564149
L1TD1	DNMT3B	12.396148057937813
PMAIP1	CD24	12.26907954129345
TMSB10	HSPE1	12.060655928044708
COX7C	UGP2	12.055656429334785
UGP2	COX7C	11.978445874046372
PMAIP1	SCGB3A2	11.932165367139895
COX7C	TXN	11.892319980706437
TMSB4X	SCGB3A2	11.86982478501973
TERF1	NME2	11.858482536796378
HSPE1	SNRPN	11.851302317029983
COX7C	TMSB10	11.791998089190715
TDGF1	SLIRP	11.78098036109419
CD24	TXN	11.635571099312902
CD24	TMSB10	11.580196207677979
TMSB10	L1TD1	11.49264659797572
SLIRP	SEPHS1	11.406186493336383
HSPE1	DPPA4	11.346494300978211
DNMT3B	L1TD1	11.308543153163928
PTN	TUBA1A	11.254434198995943
TERF1	SLIRP	11.239494635650328
TXN	COX7C	11.14232105276991
NME2	FTL	11.129736633960816
TXN	FZD3	11.110669964747222
CD24	POU5F1	11.104191637378884
SLIRP	PRDX1	11.07581061445775
POU5F1	DNMT3B	11.0311231897672
TXN	SCGB3A2	11.024710368394752
SCGB3A2	L1TD1	11.00159619109613
GREB1L	CKB	10.949007106778419
NME2	SLIRP	10.883531168581639
UGP2	TERF1	10.815649433691274
NME2	TMSB4X	10.804139694887155
SLIRP	UGP2	10.769146692629368
TMSB10	PRDX1	10.762703517086564
CD24	TMSB4X	10.654532575657148
SLIRP	TDGF1	10.627483531345153
CD24	TERF1	10.602631699001666
SLIRP	POU5F1	10.601238269584472
PRDX1	NME2	10.144305584936891
SCGB3A2	NME2	10.118754951974465
NME2	TERF1	10.02965477731485
L1TD1	DPPA4	9.988895635095853
COX7C	TDGF1	9.947264065770753
TDGF1	COX7C	9.901368402054517
COX7C	SNRPN	9.810218902520814
SNRPN	SLIRP	9.757626260852577
TDGF1	DNMT3B	9.74279072539161
CD24	SEPHS1	9.730197187892685
UGP2	POU5F1	9.701504990265565
POU5F1	SCGB3A2	9.625102802783953
COX7C	POU5F1	9.537474290535329
COX7C	L1TD1	9.491707628397146
NME2	TXN	9.468910592964823
POMP	COX7C	9.404689310168056
CD24	DNMT3B	9.398597827387185
SCGB3A2	HSPE1	9.358651935091574
TXN	TMSB4X	9.339226480497592
UGP2	L1TD1	9.327738221228199
TMSB10	LRP2	9.312009304713262
CD24	WLS	9.298178809124977
TMSB4X	TXN	9.057089900155818
APOE	PABPC1	9.043249199341021
POU5F1	UGP2	8.977324081038537
L1TD1	TMSB10	8.972668152653835
