TF	target	importance
CD24	UGP2	26.121829094549458
POU5F1	UGP2	24.902439612427155
PRDX1	COX7C	24.578362930964538
CD24	DNMT3B	23.006216449128733
TERF1	DNMT3B	22.402900909464677
UGP2	CD24	21.279470758176288
TERF1	UGP2	21.259749162878954
POU5F1	COX7C	20.189565096033725
CD24	POU5F1	19.853445190666356
DNMT3B	L1TD1	19.543063590487165
TERF1	SNRPN	18.824655293846806
UGP2	TERF1	18.82316474392701
PRDX1	TMSB4X	17.77522201105308
DNMT3B	POU5F1	17.678119573121613
TMSB4X	PRDX1	17.633856417532158
POU5F1	CD24	16.859664030948633
UGP2	COX7C	16.75052629403574
DNMT3B	SEPHS1	16.58106811789738
TERF1	SEPHS1	16.434685780362326
POU5F1	DNMT3B	16.205260232478352
COX7C	POU5F1	16.185317960599637
POU5F1	PRDX1	15.809203201416878
CD24	TERF1	15.698407525070945
COX7C	PRDX1	15.222092834410548
DNMT3B	TERF1	15.064426061167032
UGP2	CDH2	15.035678169716562
DNMT3B	UGP2	14.822587671155246
CD24	CDH2	14.763364335695368
UGP2	DNMT3B	14.745509867053883
DNMT3B	CDH2	14.741748218934216
FTL	APOE	14.604209384310648
DNMT3B	SLIRP	14.579176674615
PMAIP1	DNMT3B	14.539039715872196
APOE	POU5F1	14.52998925162199
UGP2	APOE	14.22312975473688
TERF1	CD24	13.834022765305459
UGP2	POU5F1	13.828260375015848
POU5F1	KRT18	13.807590497428976
COX7C	HSPE1	13.576042154093285
POU5F1	APOE	13.520822921052536
DNMT3B	TPBG	13.498626715572206
SEPHS1	DNMT3B	13.048598776216448
SNRPN	TERF1	12.795563810173322
CD24	L1TD1	12.725076247331355
TMSB4X	COX7C	12.688220346273274
SNRPN	POU5F1	12.45523483299757
APOE	UGP2	12.435765391927289
TUBA1A	VIM	12.341396413203755
CD24	COX7C	12.325356674151513
TPBG	SEPHS1	12.146342323410105
COX7C	TMSB4X	12.136615345850416
TPBG	L1TD1	12.046929520853473
TDGF1	L1TD1	11.934000721284509
TERF1	TDGF1	11.866881867054584
COX7C	UGP2	11.79633358331085
TERF1	L1TD1	11.79259693025805
TERF1	CDH2	11.709089629622206
TERF1	POU5F1	11.565656295333465
CD24	FTL	11.521630945137359
APOE	FTL	11.274971564309972
COX7C	SLIRP	11.263668042318729
POU5F1	L1TD1	11.236467325924936
TDGF1	TERF1	11.163896252142575
SNRPN	VIM	11.14215749855198
TPBG	PTN	11.090180566259134
L1TD1	DNMT3B	11.073157104686622
SLIRP	COX7C	11.01157865137953
TERF1	COX7C	10.991903098363112
TUBA1A	PTN	10.938948556812361
POU5F1	TMSB4X	10.878077080785523
DNMT3B	CD24	10.806923709479472
