TF	target	importance
TERF1	L1TD1	38.806776536028565
CD24	L1TD1	23.626883471619742
MAGED4	UGP2	21.837738463779672
L1TD1	TERF1	20.78710890350476
L1TD1	DNMT3B	20.659737018006705
PMAIP1	CD24	19.532621377291328
CD24	SLIRP	19.42622977575113
UGP2	CD24	19.241174284636116
WLS	L1TD1	17.445266649008357
SLIRP	DNMT3B	17.399476611197816
POU5F1	SLIRP	17.38408505803583
CD24	POU5F1	17.164729232228037
LRP2	DLK1	16.928076074151843
TERF1	CD24	16.808073643203144
POU5F1	VIM	16.519330750104732
CD24	TERF1	16.347743613115597
POU5F1	UGP2	16.16816158963358
TERF1	DNMT3B	16.072729918461597
L1TD1	POU5F1	15.778110861940936
UGP2	HSPE1	15.740855688132145
CD24	UGP2	15.665498213397512
MAGED4	KRT18	15.089873188017583
POU5F1	CD24	14.803601420817264
TUBA1A	CD24	14.368522317230672
KRT18	MAGED4	14.229375307421417
CD24	TUBA1A	14.15048699134662
SLIRP	HSPE1	14.038333838467166
SLIRP	CD24	13.906085045796154
SNRPN	APOE	13.609974623517788
CD24	PTN	13.470438159988532
FTL	KRT18	13.023515438329706
SLIRP	POU5F1	12.870907537268707
EEF1G	TPT1	12.473970678004797
UGP2	MAGED4	12.357538246025186
TXN	TERF1	12.038892659917876
COX7C	FTL	12.017751730564028
COX7C	HSPE1	11.778024871772343
TDGF1	POU5F1	11.75841064243645
FTL	HSPE1	11.67761166048238
L1TD1	UGP2	11.491025369481104
SLIRP	TUBA1A	11.469373918333357
SNRPN	L1TD1	11.416222966233134
SNRPN	UGP2	11.361603647891027
DNMT3B	L1TD1	11.295144809003117
TERF1	SLIRP	11.148674493675804
L1TD1	SLIRP	10.933308934294907
TUBA1A	TERF1	10.92056341140404
CD24	FTL	10.579433993415543
POU5F1	L1TD1	10.415002816665183
L1TD1	CD24	10.35700211480611
MARCKS	VIM	10.306366930023223
SNRPN	TERF1	10.127849370514843
L1TD1	PTN	10.047882524042235
DPP7	SMAD2	9.976923911867575
UGP2	L1TD1	9.947742938703335
POU5F1	TERF1	9.778078935764473
CKB	VIM	9.744311492734681
TDGF1	TERF1	9.739109695350901
L1TD1	TUBA1A	9.709235080625417
TERF1	TXN	9.648476944839988
DNMT3B	SLIRP	9.543024666924829
CD24	DPPA4	9.38370893915408
IGFBP5	CD24	9.362459089303437
FTL	CD24	9.276004080998371
POU5F1	TUBA1A	9.249969423912617
UGP2	POU5F1	9.233051281244759
PTN	DLK1	9.22268264174864
L1TD1	SNRPN	9.193718586665845
HSPE1	L1TD1	9.132753576720267
CD24	IGFBP5	9.089117908064518
PTN	L1TD1	9.080485462613469
POU5F1	PTN	8.889145707401422
CD24	DNMT3B	8.874313713156342
KRT18	UGP2	8.847130591360015
VIM	STMN2	8.78396588568255
FTL	COX7C	8.64855154384202
PTN	IGFBP5	8.647226459929945
CD24	HSPE1	8.601609083967462
TERF1	MAP1B	8.485343430264864
AP1S2	TERF1	8.434428154585847
MAP1B	TUBA1A	8.392039169918304
CD24	APOE	8.382944136624447
HSPE1	SLIRP	8.348724272430442
