TF	target	importance
PRDX1	FTL	34.02695046693515
PRDX1	TERF1	21.168448124662824
TERF1	KRT18	21.04687725183369
CD24	FTL	20.62900263369777
DNMT3B	FTL	18.856354997506187
POU5F1	FTL	18.803851489210047
KRT18	TERF1	18.412720942465167
TERF1	FTL	16.72811574990407
PRDX1	APOE	16.641172376051586
POU5F1	TERF1	15.226126379906624
PRDX1	CD24	15.012090056969905
FTL	KRT18	14.848913481494936
POU5F1	CD24	13.924997116525715
POU5F1	KRT18	13.538891436182817
TERF1	L1TD1	13.395924363199285
KRT18	FTL	13.298987052321229
UGP2	POU5F1	13.220141134531495
FTL	POU5F1	12.80398887362389
CD24	TERF1	12.692560970953862
APOE	FTL	12.507258849016651
APOE	KRT18	12.435142189683038
L1TD1	FTL	12.276746433515253
POU5F1	TUBA1A	12.201221867334922
TERF1	CD24	11.64097099712497
CD24	POU5F1	11.432487792422705
DLK1	PABPC1	11.216293712514537
FTL	PRDX1	10.963583707013516
TUBA1A	MARCKS	10.800922640292038
PRDX1	HSPE1	10.594910637388171
DNMT3B	KRT18	10.484296393684412
FTL	DNMT3B	10.451979320303561
FTL	CD24	10.222976503405174
KRT18	POU5F1	9.984611961418915
POU5F1	L1TD1	9.861845495811396
POU5F1	PTN	9.468706320014933
POMP	SLIRP	9.363804264463456
HSPE1	FTL	9.281854368835562
CD24	KRT18	9.058460225566852
CD24	APOE	9.028451748182015
DNMT3B	APOE	8.967341819854028
APOE	DNMT3B	8.926905090435682
POU5F1	DNMT3B	8.877182473323257
POU5F1	TXN	8.757476672487046
TERF1	MARCKS	8.683263386965931
CD24	L1TD1	8.306182914249002
POU5F1	MARCKS	8.123355570800625
L1TD1	TERF1	8.11504866302386
FTL	L1TD1	8.024864134084932
SLIRP	KRT18	8.02255990592223
KRT18	PRDX1	7.931129097437948
PRDX1	KRT18	7.866956275486924
APOE	PRDX1	7.8032170471948765
ANXA2	FTL	7.785838779950205
L1TD1	CD24	7.738342581524918
FTL	APOE	7.7324413183284175
DPPA4	SNRPN	7.6827434391120395
FTL	TDGF1	7.509088485735276
MARCKS	APOE	7.358124379214268
TUBA1A	SLIRP	7.266506131322173
NME2	HSPE1	7.248100333668985
APOE	MARCKS	7.229615005156008
MTRR	GREB1L	7.164469623243429
POU5F1	PRDX1	7.0814514815371625
TERF1	TDGF1	7.058618499591786
TDGF1	L1TD1	6.9922926423016785
POU5F1	TDGF1	6.980900369977239
TMSB4X	FTL	6.948091353683089
PRDX1	UGP2	6.937984993631788
FZD3	L1TD1	6.910507500286608
UGP2	SNRPN	6.910339127907109
HSPE1	NME2	6.847512265864246
MARCKS	KRT18	6.818142284691036
L1TD1	TDGF1	6.808508062211849
CD24	PRDX1	6.752269194646134
TDGF1	FTL	6.732507518851016
SLIRP	CD24	6.6673788340164855
APLF	POMP	6.580811296068669
KRT18	DNMT3B	6.572100381608152
PRDX1	SLIRP	6.5492635898017495
TXN	SNRPN	6.498008863301677
SMIM7	COMMD7	6.497763365113331
POU5F1	SNRPN	6.488033880774524
UGP2	DNMT3B	6.466851410679019
STMN1	TMSB10	6.465842937448127
FTL	MARCKS	6.449352456425576
PRDX1	DNMT3B	6.440410569507027
TERF1	POU5F1	6.4078639800919275
KRT18	PTN	6.389487868615978
SNRPN	FZD3	6.358763988503364
CD24	SLIRP	6.343788950044236
APOE	CD24	6.328930737104581
MARCKS	TUBA1A	6.249748829540244
HSPE1	CD24	6.242257660890953
MARCKS	PRDX1	6.119500083185603
WLS	MARCKS	6.0906037818265215
MARCKS	FTL	5.981163476533458
FTL	SLIRP	5.952829969787521
TDGF1	TERF1	5.900602601039923
ONECUT2	NME2	5.8673587474318385
CD24	TDGF1	5.746274367294478
SLIRP	POU5F1	5.727988647910722
POU5F1	UGP2	5.70443938039466
PROX1	MAMDC2	5.6964178254949
NME2	TMSB4X	5.659624790438145
TUBA1A	KRT18	5.656378753680644
TERF1	APOE	5.632584853491484
UGP2	L1TD1	5.63185045722374
CD24	TXN	5.580911926824297
MARCKS	POU5F1	5.567713874729711
APOE	TERF1	5.545192974465674
HSPE1	PRDX1	5.506623311801456
RAB5C	PTS	5.473192943659845
SNRPN	POU5F1	5.451970683092906
TXN	MARCKS	5.445192064844452
FTL	TXN	5.443469642623041
KRT18	SLIRP	5.4414498852660085
SNRPN	TXN	5.4385026726233585
POMP	FTL	5.397157803982092
MARCKS	TXN	5.396313391360337
MAP1B	STMN2	5.395462707622918
MARCKS	UGP2	5.355824034660732
HSD17B1	POU5F1	5.338342556514875
TERF1	PRDX1	5.33471278651881
KRT18	MARCKS	5.304733166135525
TERF1	DNMT3B	5.206074709192378
STMN2	TDGF1	5.052070648742136
ZNF430	LRRC28	5.04656989824041
MAML3	MARCKS	4.963568398545923
DYNC1H1	PACS1	4.959661169897511
TXN	HSPE1	4.959135287735292
POU5F1	SLIRP	4.94899591758407
POU5F1	APOE	4.945937345298438
SERPINB6	SNRPN	4.930990643115638
PRDX1	SEPHS1	4.846440190514589
TDGF1	SLIRP	4.786363063614041
PTN	KRT18	4.77727725497016
APOE	TUBA1A	4.774900164124635
FTL	TERF1	4.716059403913213
L1TD1	FZD3	4.715420291231452
DPYSL5	KRT18	4.658429684696301
TERF1	TUBA1A	4.6499436000104994
STMN2	ONECUT2	4.643478935336859
SLIRP	PRDX1	4.617710148976135
TANC1	L1TD1	4.600422745961069
PABPC1	DLK1	4.599071063938071
PRDX1	POU5F1	4.5947018625932605
KRT18	TDGF1	4.539075743593289
NME2	ONECUT2	4.526915188688511
GRM8	OPTC	4.4836118597420205
NREP	STMN2	4.467986576721678
DNMT3B	UGP2	4.438124552842914
TUBA1A	CD24	4.42018319338489
TUBA1A	APOE	4.388908574900984
SNRPN	DPPA4	4.368733933709068
PRDX1	MARCKS	4.3367156298700795
DYNC1H1	NME2	4.315710970889857
RAB11FIP1	SH3BGRL3	4.311029902618532
POMP	CD24	4.302077346581464
SNRPN	FTL	4.3020650676838175
DPYSL5	MARCKS	4.26931398071412
BLCAP	RPS19BP1	4.258513594692126
SULT1A1	L1TD1	4.250409499215005
