TF	target	importance
DNMT3B	FTL	24.219414869933896
PRDX1	FTL	20.189818382452525
CD24	FTL	19.183240052857837
APOE	FTL	16.266256384041018
KRT18	TERF1	15.810595366010283
FTL	DNMT3B	15.80032176395468
APOE	TUBA1A	14.492942650521849
MAP1B	ONECUT2	14.107699462139296
PABPC1	DLK1	14.067081525054746
PRDX1	TERF1	14.061393787992749
PRDX1	APOE	13.894220625144534
CD24	TERF1	13.433513480737204
PRDX1	CD24	13.38540822204515
POU5F1	TUBA1A	13.010119890257675
APOE	DNMT3B	12.877792657188976
FTL	CD24	12.50364996205075
L1TD1	FTL	12.327320283187886
CD24	APOE	12.03337747392018
APOE	PRDX1	11.539745255825787
MARCKS	TUBA1A	11.327702123495778
RAB1A	DLK1	11.269856643484497
L1TD1	CD24	11.178822222044161
FTL	PRDX1	11.160783314925238
POU5F1	CD24	11.03106203863873
UGP2	POU5F1	11.021192437479023
NME2	ONECUT2	10.997634481168209
DLK1	PABPC1	10.531700404551872
TERF1	FTL	10.472349566976446
FTL	POU5F1	10.182639991067266
KRT18	PTN	9.993808374054119
STMN2	ONECUT2	9.9530849016139
TUBA1A	MARCKS	9.864443660878273
TERF1	KRT18	9.726765908403877
L1TD1	TDGF1	9.680534415396547
HSPE1	FTL	9.642417059206874
MARCKS	APOE	9.555407109965753
FTL	TERF1	9.2545722958612
POU5F1	FTL	9.12377858019541
SERPINB6	SNRPN	9.042710712300842
POU5F1	PTN	8.993926705289422
APOE	MARCKS	8.914499989280383
APOE	CD24	8.8813502858916
PRDX1	HSPE1	8.721826041636083
WLS	MARCKS	8.66765500506879
TERF1	CD24	8.665542248117307
PEG10	PTN	8.629917176977273
APOE	KRT18	8.531205803174611
FTL	KRT18	8.488883596335146
CD24	L1TD1	8.454527875100103
KRT18	FTL	8.29398375805881
CD24	PRDX1	8.276245981462868
DPPA4	SNRPN	8.21677718575402
DNMT3B	KRT18	8.204218580420667
POU5F1	KRT18	8.150506714004393
CD24	POU5F1	8.087661297901182
UGP2	DNMT3B	8.059721705637301
FTL	TXN	7.884761225945816
TUBA1A	ONECUT2	7.874871238534799
COMMD7	HSPE1	7.8421139278188114
TERF1	TUBA1A	7.755861510463984
POU5F1	TERF1	7.727851142822411
TXN	SNRPN	7.716099940431507
MAP1B	STMN2	7.665695789939539
PRDX1	MARCKS	7.642615807281915
KRT18	POU5F1	7.637835094617934
TDGF1	FTL	7.528318269403173
FTL	MARCKS	7.510122125465192
DNMT3B	PTN	7.457969364802738
UGP2	SNRPN	7.442879338304719
POU5F1	MARCKS	7.307882555458968
APOE	PTN	7.288467402881599
DNMT3B	APOE	7.285968865085073
HSPE1	PRDX1	7.230261532987553
PTN	PEG10	7.162712539094167
KRT18	TUBA1A	7.124506306810761
SZT2	DCX	7.123020334088383
KCNQ1	FANCC	7.111815183241787
FTL	TUBA1A	7.069636928297113
MRM3	FHIT	7.056742490044762
NREP	STMN2	7.011366290407751
TXN	MARCKS	6.961411071601061
KRT18	DNMT3B	6.901913520899111
FTL	L1TD1	6.863016707074262
FTL	APOE	6.8155443744143565
L1TD1	TERF1	6.736922731667067
TERF1	L1TD1	6.705787578942302
DKK1	PUDP	6.65703560674437
POU5F1	TXN	6.571302291303702
FZD3	L1TD1	6.567566365965391
POU5F1	L1TD1	6.514564182333633
TERF1	TDGF1	6.501147260409092
TERF1	MARCKS	6.493890785282572
ONECUT2	STMN2	6.431609372786148
DNMT3B	ONECUT2	6.4170341085873694
KRT18	MARCKS	6.362330838602899
TXN	FTL	6.3259190065235655
SLIRP	CD24	6.2389114107043255
MAML3	MARCKS	6.223389868293789
SOX2	DLK1	6.201531167640048
PRDX1	KRT18	6.118091027801236
CD24	TXN	6.112643882894214
ANXA2	FTL	6.110304987628549
ANXA2	DCX	6.07741995856188
NAA35	DLK1	6.0703404336460745
CHCHD2	DCX	6.061303263690544
KRT18	PRDX1	6.058510216865998
MARCKS	WLS	6.035827915613461
ZNF23	FANCC	6.021365069687298
ATPAF2	NNAT	6.00642824004442
WLS	SNRPN	5.965991444834011
COX7C	HSPE1	5.898594139055928
POU5F1	SNRPN	5.884650484495857
ONECUT2	FTL	5.851650442120188
PRDX1	DNMT3B	5.8406209639393385
PUDP	DKK1	5.830112717044418
TERF1	DPYSL5	5.8293861197033365
MIEF1	MARCKS	5.760716829688936
CD24	SLIRP	5.760313820815549
ONECUT2	TUBA1A	5.714752506142331
COX7C	DLK1	5.695014264737487
CD24	PMAIP1	5.671646640112275
NME2	HSPE1	5.670015350899043
ZC3H13	TUBA1A	5.626848583093182
TUBA1A	PTN	5.62235971311201
TDGF1	TERF1	5.608942795260128
PTN	POU5F1	5.549402506042823
TMSB4X	FTL	5.543959662319652
PTN	L1TD1	5.536507623569659
POU5F1	DNMT3B	5.519910165479822
PRDX1	SLIRP	5.518273731103146
DNMT3B	TUBA1A	5.490879241334171
MARCKS	KRT18	5.471375200391393
FTL	TDGF1	5.453995887390046
MARCKS	POU5F1	5.432173152686116
FTL	SLIRP	5.414305376868604
HSPE1	MARCKS	5.404973521907472
SNX21	DCAF1	5.40431311247186
RNASEH2A	DNMT3B	5.3985634031452925
DPP7	PMAIP1	5.365819351160903
HSD17B1	WLS	5.354098065649612
L1TD1	POU5F1	5.329731483436606
FTL	PTN	5.300871130847431
DACT1	PTN	5.280676664423936
CD24	TDGF1	5.26671763319938
ACTG1	APOE	5.242754705402858
POU5F1	SPP1	5.221879452328172
APLF	POMP	5.21388643927455
SH3BGRL3	TUBA1A	5.193632645347356
HSPE1	TUBA1A	5.19040344114118
HSPE1	NME2	5.186469768833025
PRDX1	TUBA1A	5.156393525476592
TXN	PTN	5.0653546416921
CRYAB	FBXO17	5.0330025632067095
MARCKS	DNMT3B	4.991284035133236
FTL	HSPE1	4.981449638593842
DNMT3B	MARCKS	4.958451255187141
DNMT3B	SPP1	4.949674148359634
MARCKS	TXN	4.927493929339299
HSPE1	SLIRP	4.901530008733621
MARCKS	HSPE1	4.874820566656118
PTN	DNMT3B	4.825716287355897
RNF182	MTRR	4.824495986333007
FTL	MAP1B	4.8164821861808305
ZNF461	NAA35	4.813073246292556
OPTC	CYP46A1	4.802544784152046
SPP1	DPYSL5	4.7455870990414954
MARCKS	UGP2	4.741474976777193
KRT18	CD24	4.730126767334048
POU5F1	DPYSL5	4.722135575106096
POMP	SLIRP	4.7166183171339835
PRDX1	UGP2	4.7111967020723435
SH3BGRL3	ONECUT2	4.70587415021814
STMN2	MAP1B	4.691368560800566
FAM120AOS	TUBA1A	4.687659237563097
