TF	target	importance
TERF1	VIM	40.564185235059675
POU5F1	VIM	30.843587614929522
VIM	COL3A1	28.058412132045564
MT2A	SPP1	25.659061982646115
TERF1	DNMT3B	25.062500212536385
TERF1	COX7C	25.02194437899696
LIN28A	COL3A1	24.561879637257
COL3A1	VIM	23.36025927013193
TERF1	POU5F1	22.179778954355392
TDGF1	POU5F1	21.79859171028488
DCN	COL3A1	21.681239680039468
LIN28A	DCN	20.89651990995435
COX7C	HSPE1	20.603964685607465
TXN	CHCHD2	20.223935289829683
DNMT3B	POU5F1	20.065293677674724
COX7C	TMSB10	19.844432700000723
HSPE1	CHCHD2	19.700868155753678
ANXA2	SPP1	19.290799019081334
LIN28A	LUM	18.482669111972996
MT2A	ANXA2	18.475183541232347
POU5F1	TDGF1	18.262248730567332
POU5F1	SPP1	18.183650465482312
SNRPN	TDGF1	18.129882846075304
HSPE1	F11R	17.774002972021584
POU5F1	SNRPN	17.499824207595637
SNRPN	VIM	17.383228927934574
F11R	TDGF1	17.272635025820527
SPP1	MT2A	17.22575920286902
TERF1	ANXA2	17.22193980663378
TDGF1	VIM	17.070367523569164
CYP1B1	LUM	16.96402198057797
VIM	POU5F1	16.83771046411025
TERF1	APOE	16.636259669647746
DCN	CYP1B1	15.963807850344685
PRDX1	SERPINB6	15.884908821197435
LUM	MARCKS	15.881025081140567
CYP1B1	DCN	15.750552031475388
POU5F1	DNMT3B	15.660767256515264
SLIRP	HSPE1	15.47997128747038
VIM	MARCKS	15.426255921702205
TMSB10	COX7C	15.32887754011495
LIN28A	VIM	15.224439350703438
TERF1	PMAIP1	15.005985945376557
VIM	TERF1	14.966903486463949
TDGF1	COX7C	14.962283132550613
POU5F1	TERF1	14.791945490026636
TERF1	SNRPN	14.782961896994625
SPP1	TDGF1	14.768455058251847
MARCKS	COL3A1	14.757737762916587
COX7C	SNRPN	14.733895798858377
COX7C	TERF1	14.70421520121724
DCN	LUM	14.703827737592526
LUM	CYP1B1	14.63389808196933
TXN	COX7C	14.553882987396246
LIN28A	CYP1B1	14.367542822538978
FTL	TDGF1	14.168972866155977
PRDX1	VIM	14.140620056522348
TERF1	KRT18	14.073406061591271
LUM	DCN	14.04127074034509
COX7C	TXN	14.033424513467628
HSPE1	COX7C	13.880708733433224
F11R	TXN	13.873796695982383
TERF1	DPPA4	13.857125522019231
KRT8	APOE	13.6786685175729
COL3A1	MARCKS	13.647217820538891
SPP1	TERF1	13.624471833354024
CD24	CHCHD2	13.620605159334202
ANXA2	MT2A	13.437105009127583
CD24	LUM	13.325646362024784
TDGF1	APOE	13.168693777997492
HSPE1	DNMT3B	13.099084920787146
TERF1	F11R	13.019890193031861
LUM	VIM	12.977372907274386
HSPE1	POU5F1	12.921511969690759
KRT18	SPP1	12.642584408421428
APOE	TERF1	12.577380407860092
COL3A1	LUM	12.443663113043247
COX7C	VIM	12.300727680623543
POU5F1	PRDX1	12.285429763302695
TERF1	AP1S2	12.24345267674458
HSPE1	SLIRP	12.239876525005931
SPP1	POU5F1	12.176539604760487
DCN	MARCKS	12.117964751354483
POU5F1	CHCHD2	12.099754755175098
TERF1	LUM	12.094880519397345
DPPA4	VIM	12.039824658904807
