TF	target	importance
DNMT3B	SERPINB6	39.84125906752222
VIM	LUM	32.26442289774078
SERPINB6	TERF1	31.213283371092842
DCN	COL3A1	30.0628901725252
COL3A1	LUM	29.783779740808267
L1TD1	TERF1	28.02712218628063
VIM	DCN	27.250378112141455
COL3A1	DCN	26.876833859915422
DNMT3B	TXN	26.629760083617565
DCN	LUM	26.10770566560624
SLIRP	COX7C	25.944627181778305
SERPINB6	VIM	25.498266981660585
MT2A	SPP1	24.472851158344923
HSPE1	COX7C	24.3715014592243
DNMT3B	TDGF1	23.641438061368586
COX7C	SLIRP	22.423144741071628
MARCKS	VIM	21.80618240320204
SERPINB6	DNMT3B	21.62038756053692
MEST	VIM	21.175977334238738
COX7C	PRDX1	21.040063099745947
F11R	SERPINB6	20.225834705857633
MEST	LUM	19.892733029536757
F11R	VIM	19.844406292854398
POU5F1	SERPINB6	19.63768061961106
SPP1	MT2A	19.624730965527522
MAP1B	SERPINB6	19.40667301084565
APOE	COX7C	19.333219364944643
VIM	COL3A1	19.28035507770881
DNMT3B	L1TD1	19.227190127939902
L1TD1	SERPINB6	18.637264700843808
DNMT3B	TERF1	18.63604630219574
HSPE1	SNRPN	18.604604417520864
L1TD1	DNMT3B	18.572487673613434
VIM	LIN28A	18.3579806499305
TXN	COX7C	18.29753520550375
F11R	TERF1	18.26757954113093
POU5F1	VIM	18.076838203428416
VIM	CKB	17.916374009676083
MAP1B	PMAIP1	17.187101160565227
SNRPN	HSPE1	17.186526166686438
COL3A1	VIM	16.847923312000383
TERF1	SERPINB6	16.819748982493135
VIM	POU5F1	16.80225853206889
COL3A1	LIN28A	16.7967081986375
CHCHD2	HSPE1	16.60741843731236
MAP1B	TERF1	16.606161390810296
CD24	DNMT3B	16.42075252975898
PRDX1	COX7C	16.20308773791051
LIN28A	COL3A1	16.14347270744217
F11R	DNMT3B	16.064540725905985
DNMT3B	MAP1B	16.022972617903733
COX7C	POU5F1	15.931762919423203
F11R	CKB	15.756527574864307
DNMT3B	APOE	15.736302617401392
MAP1B	RBP1	15.712088513065856
TERF1	L1TD1	15.56620147002801
L1TD1	POU5F1	15.54752015265874
POU5F1	COX7C	15.518270412188029
LIN28A	LUM	15.43272407298198
DCN	CYP1B1	15.3280071864779
LUM	DCN	15.27174765503766
LUM	VIM	15.114344659566123
TXN	DNMT3B	14.782413848416624
TMSB10	TMSB4X	14.778723039929995
POU5F1	CD24	14.752379217982906
TERF1	POU5F1	14.36996769360786
VIM	MEST	14.261945800176896
F11R	MAP1B	14.1528238595738
HSPE1	LUM	14.050917335716527
DNMT3B	NME2	14.03604019212052
TERF1	MAP1B	14.018677645131081
CHCHD2	TXN	13.930823771773852
LUM	MEST	13.913215123219791
VIM	F11R	13.684445246160395
TMSB4X	TMSB10	13.636086570869741
CD24	TXN	13.599975553560581
COL3A1	CYP1B1	13.589018784684772
CHCHD2	MAP1B	13.521838992023238
VIM	MARCKS	13.513262721207079
SERPINB6	POU5F1	13.446044493891524
DNMT3B	F11R	13.401725776239575
TXN	NME2	13.349887830210875
TERF1	TXN	13.328729662093874
CYP1B1	DCN	13.303625723051129
L1TD1	APOE	13.244891784448969
MARCKS	DCN	13.242393885217066
HSPE1	TXN	13.164009890558642
F11R	POU5F1	13.102873420563412
HSPE1	SLIRP	13.030397726199812
MEST	DCN	12.874072250990062
APOE	DNMT3B	12.815888368802966
MAP1B	PTN	12.726594519750417
IGFBP5	F11R	12.625878662029827
PRDX1	NME2	12.587160413334962
MARCKS	COL3A1	12.573022054236468
DNMT3B	CD24	12.524825861085315
SERPINB6	CHCHD2	12.498376011202959
HSPE1	PRDX1	12.43640980882982
TMSB10	ACTG1	12.368563664904869
HSPE1	TMSB10	12.357889553817973
CYP1B1	COL3A1	12.302177045057835
TERF1	DNMT3B	12.294626701967186
MAP1B	CHCHD2	12.228607621321727
CHCHD2	SERPINB6	12.185900823760493
HMGA2	AP1S2	12.174160050519056
L1TD1	MT2A	12.145103406066719
DNMT3B	COX7C	12.067240690893824
VIM	SERPINB6	12.063304698593168
DNMT3B	CHCHD2	11.930960138572033
ANXA2	SH3BGRL3	11.844097740883196
COX7C	NME2	11.843594344705217
APOE	KRT8	11.839739279330399
CD24	LUM	11.826485083312614
POU5F1	APOE	11.781440068765292
POU5F1	F11R	11.757665868480592
LUM	COL3A1	11.735222361588919
DNMT3B	HMGA2	11.594105060817943
HMGA2	SERPINB6	11.51403547315282
POU5F1	TERF1	11.481591623031358
TMSB10	TXN	11.38434184071512
TXN	CD24	11.34420879848757
DNMT3B	SNRPN	11.339692969926526
DCN	VIM	11.232687582527372
APOE	POU5F1	11.178429855046376
COX7C	TMSB4X	11.029723820470974
DNMT3B	MT2A	11.000410085988586
HMGA2	TERF1	10.98100520265147
POU5F1	TDGF1	10.867026341165536
DCN	LIN28A	10.840338260687194
HMGA2	L1TD1	10.816406025563408
MARCKS	POU5F1	10.67852959847369
PRDX1	HSPE1	10.663063489748426
POU5F1	NME2	10.658195818253535
COL3A1	MARCKS	10.631797415856607
F11R	TDGF1	10.553368477159973
SERPINB6	TDGF1	10.529887206920224
HMGA2	MAP1B	10.522223018791781
COX7C	APOE	10.420692623758317
NME2	TXN	10.407881289089502
DNMT3B	POU5F1	10.387341818212278
F11R	AP1S2	10.313221339483139
LIN28A	CKB	10.301961785975983
F11R	KRT18	10.297210765159216
F11R	APOE	10.28855431403209
TXN	TDGF1	10.203645203629359
